chr	start	end	strand	Gene_symbol
chr1	108742400	108743201	-	SLC25A24
chr1	109102538	109103212	+	FAM102B
chr1	109203593	109204378	-	HENMT1
chr1	109234788	109235161	+	PRPF38B
chr1	109289018	109289822	+	STXBP3
chr1	109419544	109420038	+	GPSM2
chr1	109505681	109506214	-	CLCC1
chr1	109583855	109585032	-	WDR47
chr1	109618579	109618832	-	TAF13
chr1	109633188	109633632	+	TMEM167B
chr1	109642663	109643384	+	SCARNA2
chr1	109656095	109656611	+	KIAA1324
chr1	109756442	109757098	+	SARS
chr1	109791945	109792723	+	CELSR2
chr1	109825710	109826207	-	PSRC1
chr1	109940074	109940894	-	SORT1
chr1	109968648	109969570	-	PSMA5
chr1	110008962	110010124	+	SYPL2
chr1	110026630	110026903	+	ATXN7L2
chr1	110036545	110036943	+	CYB561D1
chr1	110051954	110052505	-	AMIGO1
chr1	110091039	110091590	+	GNAI3
chr1	110162464	110162716	+	AMPD2
chr1	110198541	110199127	+	GSTM4
chr1	110210581	110210956	+	GSTM2
chr1	110230238	110230614	+	GSTM1
chr1	110282351	110283306	-	GSTM3
chr1	110453143	110453889	+	CSF1
chr1	110527248	110528026	+	AHCYL1
chr1	110577199	110577942	+	STRIP1
chr1	110610265	110613303	-	ALX3
chr1	110692988	110694264	+	SLC6A17
chr1	110752256	110754794	+	KCNC4
chr1	110880942	110882800	+	RBM15
chr1	110949892	110950540	+	LAMTOR5-AS1
chr1	111148983	111150186	-	KCNA2
chr1	111216244	111217937	-	KCNA3
chr1	111505881	111507007	-	LRIF1
chr1	111682227	111683303	+	CEPT1
chr1	111746337	111747303	-	DENND2D
chr1	111889138	111889539	+	PIFO
chr1	111991304	111992202	+	ATP5F1
chr1	112162204	112162837	+	RAP1A
chr1	112281052	112283277	+	FAM212B-AS1
chr1	112298041	112298992	+	DDX20
chr1	112531559	112533773	+	LOC643355
chr1	112938495	112939113	+	CTTNBP2NL
chr1	113008844	113009154	+	WNT2B
chr1	113050813	113052301	+	WNT2B
chr1	113161591	113162571	+	CAPZA1
chr1	113217475	113218097	+	MOV10
chr1	113249342	113250198	-	RHOC
chr1	113256885	113258149	-	PPM1J
chr1	113392142	113392807	-	LINC01356
chr1	113497986	113498206	+	SLC16A1-AS1
chr1	113615591	113616260	+	LRIG2
chr1	113932580	113934070	+	MAGI3
chr1	114301514	114302272	-	PHTF1
chr1	114354373	114355300	+	AP4B1-AS1
chr1	114447454	114448024	+	DCLRE1B
chr1	114471965	114472899	+	HIPK1
chr1	114695136	114696672	-	SYT6
chr1	115053060	115054264	-	TRIM33
chr1	115212239	115212985	-	DENND2C
chr1	115323075	115323462	-	SIKE1
chr1	115397448	115397942	+	SYCP1
chr1	115631850	115632584	-	TSPAN2
chr1	115880167	115881332	-	NGF
chr1	116184380	116185561	+	VANGL1
chr1	116380359	116382364	-	NHLH2
chr1	116518757	116519537	+	SLC22A15
chr1	116915291	116916813	+	ATP1A1
chr1	116961182	116961542	-	ATP1A1-AS1
chr1	117112960	117113883	-	CD58
chr1	117209824	117210621	-	IGSF3
chr1	117452203	117453452	+	PTGFRN
chr1	117602388	117603270	+	TTF2
chr1	117664180	117665148	-	TRIM45
chr1	117909174	117910445	+	MAN1A2
chr1	118147958	118149670	+	FAM46C
chr1	118471840	118472720	+	WDR3
chr1	118727816	118728097	-	SPAG17
chr1	119531991	119532196	-	TBX15
chr1	119543056	119543454	-	LOC105378933
chr1	119682874	119683411	+	LOC101929147
chr1	120190377	120191251	-	ZNF697
chr1	120254844	120255499	+	PHGDH
chr1	120439013	120439220	-	ADAM30
chr1	120611348	120612440	-	NOTCH2
chr1	120835961	120839391	+	FAM72B
chr1	120904698	120905076	+	HIST2H2BA
chr1	121137784	121139057	-	SRGAP2-AS1
chr1	121260857	121261525	+	EMBP1
chr1	143687039	143687337	+	LOC100132057
chr1	143743395	143744949	-	LINC01138
chr1	143912736	143916156	-	FAM72D
chr1	144339720	144341289	-	LINC00869
chr1	144931339	144932626	-	PDE4DIP
chr1	145039740	145040180	-	PDE4DIP
chr1	145075483	145075845	-	PDE4DIP
chr1	145096393	145096784	+	SEC22B
chr1	145208944	145210075	+	NOTCH2NL
chr1	145382416	145382740	-	LOC101928979
chr1	145470241	145470673	+	ANKRD34A
chr1	145477022	145477479	+	LIX1L
chr1	145507588	145507931	+	RBM8A
chr1	145516038	145516637	+	PEX11B
chr1	145575130	145576219	+	PIAS3
chr1	145589135	145589535	-	NUDT17
chr1	145610679	145611143	+	RNF115
chr1	145826491	145827224	-	GPR89A
chr1	145944555	145944917	-	PDZK1P1
chr1	146373490	146374673	+	NBPF12
chr1	146556312	146556676	-	RNVU1-8
chr1	146643470	146644501	-	PRKAB2
chr1	146649622	146649852	+	PDIA3P1
chr1	146714089	146715278	+	CHD1L
chr1	147141842	147142918	-	ACP6
chr1	147400354	147401087	+	GPR89B
chr1	147623646	147624656	-	NBPF11
chr1	147718156	147718915	-	LOC101927468
chr1	147806900	147807170	-	MIR5087
chr1	147993810	147994130	+	RNVU1-19
chr1	148901724	148903203	+	DRD5P2
chr1	149286812	149287773	+	FAM231D
chr1	149575948	149577505	+	LOC103091866
chr1	149605514	149605903	+	RNVU1-20
chr1	149783524	149784024	-	HIST2H2BF
chr1	149784592	149785212	-	HIST2H3D
chr1	149803694	149804781	+	HIST2H4A
chr1	149811754	149815044	-	HIST2H2AA4
chr1	149821901	149825191	-	HIST2H2BC
chr1	149857769	149859470	+	HIST2H2AC
chr1	149871079	149871946	+	BOLA1
chr1	149899625	149899893	-	SF3B4
chr1	149982153	149982860	-	OTUD7B
chr1	150039324	150039815	+	VPS45
chr1	150121695	150123078	+	PLEKHO1
chr1	150206971	150207842	-	ANP32E
chr1	150241047	150241654	-	APH1A
chr1	150254365	150254637	+	CIART
chr1	150266476	150266689	+	MRPS21
chr1	150293835	150294140	+	PRPF3
chr1	150336831	150337289	+	RPRD2
chr1	150488036	150488416	+	FALEC
chr1	150521349	150522368	+	ADAMTSL4
chr1	150551328	150552353	-	MCL1
chr1	150601710	150602201	-	ENSA
chr1	150848994	150849265	-	ARNT
chr1	150898619	150898839	+	SETDB1
chr1	150946496	150947950	-	CERS2
chr1	150980735	150981092	+	PRUNE
chr1	151020162	151020627	+	C1orf56
chr1	151031767	151032352	+	MLLT11
chr1	151042870	151043537	+	GABPB2
chr1	151118049	151119373	-	SEMA6C
chr1	151170847	151171532	+	PIP5K1A
chr1	151253658	151255769	+	ZNF687
chr1	151300522	151300724	-	PI4KB
chr1	151319326	151319545	+	GBAT2
chr1	151372014	151372582	+	PSMB4
chr1	151431540	151432032	-	POGZ
chr1	151483573	151483902	+	CGN
chr1	151512661	151513199	+	TUFT1
chr1	151584374	151585205	+	SNX27
chr1	151693991	151694282	+	RIIAD1
chr1	151735445	151736093	+	OAZ3
chr1	151762604	151764007	-	TDRKH
chr1	151810460	151811684	+	LOC100132111
chr1	151812253	151812525	-	C2CD4D
chr1	151881763	151882407	-	THEM4
chr1	151965657	151966387	-	S100A10
chr1	152008838	152009112	-	S100A11
chr1	153508424	153508840	-	S100A6
chr1	153606177	153606974	+	CHTOP
chr1	153631065	153631369	+	SNAPIN
chr1	153643318	153643529	-	ILF2
chr1	153650830	153652375	+	NPR1
chr1	153662203	153662439	-	MIR8083
chr1	153700216	153700607	+	INTS3
chr1	153747655	153748698	+	SLC27A3
chr1	153894837	153895921	-	GATAD2B
chr1	153918372	153919334	-	DENND4B
chr1	153930546	153931130	-	CRTC2
chr1	153935781	153936276	-	SLC39A1
chr1	153939643	153939980	+	CREB3L4
chr1	153949712	153950525	-	JTB
chr1	153963227	153963510	+	RPS27
chr1	154155268	154155926	-	TPM3
chr1	154192843	154193852	+	UBAP2L
chr1	154244710	154245289	+	HAX1
chr1	154298205	154298544	+	ATP8B2
chr1	154300975	154301528	+	ATP8B2
chr1	154377670	154378445	+	IL6R
chr1	154474107	154475699	+	TDRD10
chr1	154530681	154530903	-	UBE2Q1
chr1	154540233	154540573	+	CHRNB2
chr1	154580380	154580797	-	ADAR
chr1	154599763	154600505	-	ADAR
chr1	154908962	154909931	-	PMVK
chr1	154933928	154934735	-	PYGO2
chr1	154946237	154946498	+	CKS1B
chr1	154946742	154947486	+	MIR4258
chr1	154973250	154974358	+	ZBTB7B
chr1	155022988	155024332	+	ADAM15
chr1	155034925	155036578	+	EFNA4
chr1	155051155	155055291	+	EFNA3
chr1	155098434	155100451	+	EFNA1
chr1	155108007	155108611	+	SLC50A1
chr1	155112976	155113179	-	DPM3
chr1	155145342	155145938	+	TRIM46
chr1	155147185	155147444	+	TRIM46
chr1	155163434	155163818	-	MUC1
chr1	155164199	155165160	+	MIR92B
chr1	155178547	155178980	+	MTX1
chr1	155197116	155197534	-	GBAP1
chr1	155224624	155225655	-	FAM189B
chr1	155231812	155232312	-	SCAMP3
chr1	155242861	155243436	-	CLK2
chr1	155246991	155247748	+	HCN3
chr1	155278407	155278743	+	FDPS
chr1	155290606	155291001	+	RUSC1
chr1	155292469	155295433	+	RUSC1
chr1	155531914	155533280	+	ASH1L-AS1
chr1	155579732	155580328	+	MSTO1
chr1	155657832	155659125	+	DAP3
chr1	155829109	155829431	+	SYT11
chr1	155904072	155904307	-	KIAA0907
chr1	155920651	155920898	-	MIR6738
chr1	155947678	155948490	-	ARHGEF2
chr1	155990389	155990780	-	SSR2
chr1	156022962	156025174	+	LAMTOR2
chr1	156051239	156051461	+	LMNA
chr1	156084486	156085097	+	LMNA
chr1	156163672	156164052	+	SLC25A44
chr1	156182584	156183097	+	PMF1-BGLAP
chr1	156308173	156308442	+	TSACC
chr1	156338758	156339251	+	RHBG
chr1	156390403	156391581	-	C1orf61
chr1	156469617	156471060	-	MEF2D
chr1	156542099	156542502	-	IQGAP3
chr1	156561485	156561880	+	APOA1BP
chr1	156611639	156612447	+	BCAN
chr1	156646292	156647260	-	NES
chr1	156674858	156676654	-	CRABP2
chr1	156698111	156698916	+	RRNAD1
chr1	156710798	156711146	-	MRPL24
chr1	156720747	156722069	-	HDGF
chr1	156737035	156738013	+	PRCC
chr1	156828804	156831102	+	NTRK1
chr1	156863415	156863711	+	PEAR1
chr1	156890243	156890806	+	LRRC71
chr1	157015149	157016229	-	ARHGEF11
chr1	157107749	157108645	-	ETV3
chr1	157963540	157963947	+	KIRREL
chr1	158150620	158151503	+	CD1D
chr1	159141202	159141718	+	CADM3
chr1	159750416	159751353	+	DUSP23
chr1	159824006	159825011	-	C1orf204
chr1	159869901	159870143	-	CFAP45
chr1	159894329	159895398	-	TAGLN2
chr1	159915368	159915797	-	IGSF9
chr1	160001295	160001989	-	PIGM
chr1	160040128	160040668	-	KCNJ10
chr1	160068040	160068430	-	IGSF8
chr1	160175132	160175702	+	PEA15
chr1	160231755	160232451	-	DCAF8
chr1	160312928	160313338	+	NCSTN
chr1	160370112	160370658	+	VANGL2
chr1	160990718	160991225	-	F11R
chr1	161008377	161008830	-	TSTD1
chr1	161068062	161068801	+	KLHDC9
chr1	161087722	161088112	+	NIT1
chr1	161102107	161102536	-	DEDD
chr1	161129138	161129689	+	USP21
chr1	161136001	161136686	+	PPOX
chr1	161147061	161147451	-	B4GALT3
chr1	161171809	161172256	+	NDUFS2
chr1	161228477	161229028	+	PCP4L1
chr1	161283775	161284007	+	SDHC
chr1	161494024	161495356	+	HSPA6
chr1	161575534	161576908	+	HSPA7
chr1	161719414	161720076	+	DUSP12
chr1	161993022	161994131	-	OLFML2B
chr1	162039450	162040052	+	NOS1AP
chr1	162467599	162468027	+	UHMK1
chr1	162530856	162531853	+	UAP1
chr1	162760250	162760722	+	HSD17B7
chr1	163291479	163292021	+	NUF2
chr1	163392877	163393100	-	LOC100422212
chr1	165324191	165326328	-	LMX1A
chr1	165599563	165600574	+	MGST3
chr1	165667544	165667817	+	LOC440700
chr1	165737832	165738349	+	LOC100147773
chr1	165796653	165797683	+	UCK2
chr1	166134258	166136448	-	FAM78B
chr1	166808341	166809344	+	POGK
chr1	166844996	166845773	-	TADA1
chr1	166944674	166945169	+	MAEL
chr1	166958220	166958683	+	MAEL
chr1	167189130	167191361	+	POU2F1
chr1	167522469	167523070	-	CREG1
chr1	167599464	167599839	+	RCSD1
chr1	167690978	167691852	+	MPZL1
chr1	167905027	167906801	+	DCAF6
chr1	168105316	168106158	-	GPR161
chr1	168147963	168148637	+	TIPRL
chr1	168194945	168195839	+	SFT2D2
chr1	169074766	169076411	+	ATP1B1
chr1	169396621	169396869	-	CCDC181
chr1	169454558	169455577	-	SLC19A2
chr1	169763973	169764347	+	C1orf112
chr1	169862455	169862722	-	SCYL3
chr1	170043610	170043997	-	KIFAP3
chr1	170633274	170634178	+	PRRX1
chr1	171454517	171455239	+	PRRC2C
chr1	171710845	171711607	-	VAMP4
chr1	171750399	171750934	+	METTL13
chr1	171810467	171811325	+	DNM3
chr1	172412867	172413281	-	PIGC
chr1	172501910	172502545	+	SUCO
chr1	173445978	173447105	+	PRDX6
chr1	173638662	173639045	-	ANKRD45
chr1	173683985	173684403	+	KLHL20
chr1	173793288	173794095	+	DARS2
chr1	173837172	173837917	+	ZBTB37
chr1	174128296	174129289	+	RABGAP1L
chr1	174968490	174969624	+	CACYBP
chr1	174992365	174992796	-	MRPS14
chr1	175161900	175162364	-	KIAA0040
chr1	176175711	176176811	-	RFWD2
chr1	177133392	177133846	-	ASTN1
chr1	177140120	177140323	+	BRINP2
chr1	178006830	178007284	-	LOC730102
chr1	178062712	178063846	+	RASAL2
chr1	178511362	178512356	+	C1orf220
chr1	178693968	178695075	+	RALGPS2
chr1	178994804	178995917	+	FAM20B
chr1	179051075	179051948	+	TOR3A
chr1	179198163	179199200	-	ABL2
chr1	179262771	179263321	+	SOAT1
chr1	179334794	179335338	+	AXDND1
chr1	179544720	179545307	-	NPHS2
chr1	179560751	179561596	+	TDRD5
chr1	179711947	179713951	+	FAM163A
chr1	179846879	179847106	-	TOR1AIP2
chr1	179851482	179852371	+	TOR1AIP1
chr1	179923716	179924419	+	CEP350
chr1	180123555	180124584	+	QSOX1
chr1	180198119	180204975	+	LHX4
chr1	180471325	180472277	-	ACBD6
chr1	180601027	180601816	+	XPR1
chr1	180881316	180882592	+	KIAA1614
chr1	180991227	180991465	-	STX6
chr1	181057503	181059176	+	IER5
chr1	181451311	181452049	+	CACNA1E
chr1	182359697	182361563	-	GLUL
chr1	182573375	182573760	-	RGS16
chr1	182584177	182584545	+	LOC284648
chr1	182758395	182759097	+	NPL
chr1	182808312	182809122	+	DHX9
chr1	182921819	182922644	-	SHCBP1L
chr1	182991804	182993370	+	LAMC1
chr1	183386000	183387664	-	NMNAT2
chr1	183440351	183442255	+	SMG7
chr1	183604283	183605333	+	RGL1
chr1	183774193	183774416	+	RGL1
chr1	184005359	184006766	-	COLGALT2
chr1	184020781	184021054	+	TSEN15
chr1	184355415	184356811	+	C1orf21
chr1	184723252	184724438	-	EDEM3
chr1	184942862	184943777	-	FAM129A
chr1	185014369	185015220	+	RNF2
chr1	185125850	185126705	+	SWT1
chr1	185285329	185286735	-	IVNS1ABP
chr1	185703458	185703662	+	HMCN1
chr1	186344124	186344848	+	C1orf27
chr1	186649310	186650081	+	PACERR
chr1	192777632	192778198	+	RGS2
chr1	193028221	193029271	+	TROVE2
chr1	193074174	193074778	-	GLRX2
chr1	193090728	193091224	+	CDC73
chr1	196577708	196578011	-	KCNT2
chr1	197170005	197170719	+	CRB1
chr1	197743931	197744788	-	DENND1B
chr1	197871588	197872299	+	C1orf53
chr1	197880016	197881637	+	LHX9
chr1	197887088	197887791	+	LHX9
chr1	198125896	198126842	+	NEK7
chr1	200011400	200012055	+	NR5A2
chr1	200378899	200379365	-	ZNF281
chr1	200589552	200590124	-	KIF14
chr1	200638546	200639384	+	LOC101929224
chr1	200707849	200708948	+	CAMSAP2
chr1	200842196	200843388	+	GPR25
chr1	200860076	200860576	+	C1orf106
chr1	200992282	200992839	-	KIF21B
chr1	201083458	201084567	-	ASCL5
chr1	201123245	201123746	-	TMEM9
chr1	201139874	201140504	-	TMEM9
chr1	201252452	201253648	+	PKP1
chr1	201368560	201369032	-	LAD1
chr1	201437519	201438648	-	PHLDA3
chr1	201475885	201476516	-	CSRP1
chr1	201617041	201619788	+	NAV1
chr1	201708787	201709429	+	NAV1
chr1	201798213	201798698	+	IPO9
chr1	201924336	201925053	+	TIMM17A
chr1	201951754	201952579	+	RNPEP
chr1	202113151	202114143	-	ARL8A
chr1	202162958	202163390	+	LGR6
chr1	202183193	202183526	+	LGR6
chr1	202311043	202311312	-	UBE2T
chr1	202317657	202318196	+	PPP1R12B
chr1	202611668	202613039	-	SYT2
chr1	202678881	202679769	-	SYT2
chr1	202776003	202777727	-	KDM5B
chr1	202779790	202780684	+	PCAT6
chr1	202830061	202830923	+	LOC148709
chr1	202857683	202858394	-	RABIF
chr1	202896204	202896524	-	KLHL12
chr1	202926879	202927476	-	ADIPOR1
chr1	202936045	202936252	-	CYB5R1
chr1	202976328	202977028	+	TMEM183A
chr1	202995472	202996185	+	PPFIA4
chr1	203097233	203097496	+	ADORA1
chr1	203274305	203275338	+	BTG2
chr1	203764568	203765293	+	ZC3H11A
chr1	203830507	203830901	+	SNRPE
chr1	204042245	204044510	+	SOX13
chr1	204120398	204121109	-	ETNK2
chr1	204380313	204381159	-	PPP1R15B
chr1	204485473	204485831	+	MDM4
chr1	204654132	204654885	-	LRRN2
chr1	204797610	204797930	+	NFASC
chr1	205179963	205180910	-	DSTYK
chr1	205196791	205197252	+	TMCC2
chr1	205290232	205291035	-	NUAK2
chr1	205424829	205426556	-	BLACAT1
chr1	205473877	205474109	+	CDK18
chr1	205537751	205538443	+	MFSD4A
chr1	205600493	205601432	-	ELK4
chr1	205648975	205649903	-	SLC45A3
chr1	205718238	205719345	-	NUCKS1
chr1	205743900	205744668	-	RAB29
chr1	205781870	205783010	-	SLC41A1
chr1	205818898	205819191	-	PM20D1
chr1	206135444	206138863	+	FAM72A
chr1	206223537	206224028	+	AVPR1B
chr1	206680236	206681444	+	RASSF5
chr1	206730397	206730908	+	RASSF5
chr1	206785804	206786030	-	EIF2D
chr1	206808523	206809187	+	DYRK3
chr1	206858091	206859651	+	MAPKAPK2
chr1	207224089	207224450	-	YOD1
chr1	207226281	207226842	+	PFKFB2
chr1	207494543	207495364	+	CD55
chr1	207627531	207628280	+	CR2
chr1	207669637	207670015	+	CR1
chr1	207818389	207818952	+	CR1L
chr1	207925171	207925964	+	CD46
chr1	208084098	208084513	-	CD34
chr1	208416489	208418016	-	PLXNA2
chr1	209848443	209849428	+	G0S2
chr1	209957721	209958167	-	C1orf74
chr1	209979316	209979666	-	IRF6
chr1	210001129	210001428	+	DIEXF
chr1	210111179	210112054	+	SYT14
chr1	210405952	210407250	+	SERTAD4
chr1	210502133	210502793	+	HHAT
chr1	211306667	211307675	-	KCNH1
chr1	211432105	211434134	+	RCOR3
chr1	211500151	211500636	+	TRAF5
chr1	211555939	211556332	+	LINC00467
chr1	211751121	211753177	-	SLC30A1
chr1	211848641	211849176	-	NEK2
chr1	212003431	212004280	-	LPGAT1
chr1	212208837	212209364	+	DTL
chr1	212457967	212459694	+	PPP2R5A
chr1	212587591	212588284	-	TMEM206
chr1	212606105	212606844	+	NENF
chr1	212780151	212783086	+	ATF3
chr1	212872460	212874048	-	BATF3
chr1	212964866	212965347	+	TATDN3
chr1	213031359	213032119	+	FLVCR1
chr1	213123647	213125092	+	VASH2
chr1	213188519	213189261	-	ANGEL2
chr1	213224611	213224867	+	RPS6KC1
chr1	214158726	214159080	-	PROX1-AS1
chr1	214160798	214161034	+	PROX1
chr1	214454096	214455047	+	SMYD2
chr1	214724104	214725056	-	PTPN14
chr1	214776256	214776935	+	CENPF
chr1	215256051	215256636	+	KCNK2
chr1	215740507	215741266	+	KCTD3
chr1	217262998	217263214	-	ESRRG
chr1	217310749	217311178	-	ESRRG
chr1	217804267	217804477	+	SPATA17
chr1	218458019	218458684	+	RRP15
chr1	218519057	218519674	+	TGFB2
chr1	219347109	219347572	+	LYPLAL1
chr1	220101132	220102147	-	SLC30A10
chr1	220219416	220219824	-	EPRS
chr1	220267314	220267934	+	IARS2
chr1	220445480	220445933	-	RAB3GAP2
chr1	220701507	220702348	+	MARK1
chr1	220863507	220864249	+	C1orf115
chr1	220921411	220922176	+	MARC2
chr1	220960016	220960603	+	MARC1
chr1	221051966	221053673	+	HLX
chr1	221915474	221916804	-	DUSP10
chr1	222763021	222763270	+	TAF1A-AS1
chr1	222790947	222791220	+	MIA3
chr1	222817467	222817671	+	MIA3
chr1	222885326	222886230	+	BROX
chr1	222988244	222988561	+	DISP1
chr1	223316185	223316689	-	TLR5
chr1	223536842	223538628	-	SUSD4
chr1	223566642	223567268	+	CCDC185
chr1	223899990	223900823	+	CAPN2
chr1	224033085	224034263	-	TP53BP2
chr1	224180262	224180824	-	GTF2IP20
chr1	224301835	224302472	+	FBXO28
chr1	224370585	224371755	+	DEGS1
chr1	224517729	224518193	-	NVL
chr1	224544523	224545224	+	CNIH4
chr1	224621560	224622106	-	WDR26
chr1	224803637	224805314	+	CNIH3
chr1	225117220	225117781	+	DNAH14
chr1	225614721	225616512	-	LBR
chr1	225840270	225841795	-	ENAH
chr1	225965330	225965734	+	SRP9
chr1	225997646	225998233	+	EPHX1
chr1	226069605	226070898	-	TMEM63A
chr1	226111642	226112552	-	PYCR2
chr1	226186803	226187336	-	SDE2
chr1	226249457	226251457	+	H3F3AP4
chr1	226374035	226374760	-	ACBD3
chr1	226411007	226411880	+	MIXL1
chr1	226496361	226497501	-	LIN9
chr1	226595333	226595939	-	PARP1
chr1	226736354	226737412	+	C1orf95
chr1	226924560	226926553	-	ITPKB
chr1	227058045	227058906	+	PSEN2
chr1	227127069	227128430	+	ADCK3
chr1	227505446	227506752	-	CDC42BPA
chr1	227751409	227751635	+	ZNF678
chr1	227916425	227916736	+	LOC100130093
chr1	227922643	227923431	+	SNAP47
chr1	228003827	228004083	+	PRSS38
chr1	228134422	228136282	-	WNT9A
chr1	228194096	228196512	+	WNT3A
chr1	228269729	228271501	+	ARF1
chr1	228289669	228291184	-	C1orf35
chr1	228296787	228297276	-	MRPL55
chr1	228327508	228328560	+	GUK1
chr1	228353108	228353986	+	IBA57
chr1	228362442	228362691	+	IBA57
chr1	228399471	228402037	-	C1orf145
chr1	228593811	228594713	-	TRIM11
chr1	228603706	228604567	-	TRIM17
chr1	228612580	228613103	-	HIST3H3
chr1	228645196	228646434	+	HIST3H2BB
chr1	228674346	228675752	+	RNF187
chr1	228744110	228784168	+	RHOU
chr1	228870810	228872297	+	RHOU
chr1	229406646	229407129	+	RAB4A
chr1	229478014	229478935	-	CCSAP
chr1	229567206	229570684	-	ACTA1
chr1	229643713	229644293	+	LOC101927478
chr1	229693772	229695074	-	ABCB10
chr1	229761128	229762299	+	URB2
chr1	230202494	230204209	+	GALNT2
chr1	230561103	230562702	-	PGBD5
chr1	230778077	230778593	+	COG2
chr1	231003631	231004655	-	C1orf198
chr1	231113871	231114873	+	ARV1
chr1	231175062	231176317	-	FAM89A
chr1	231297812	231299777	+	TRIM67
chr1	231376796	231377243	+	GNPAT
chr1	231473012	231474382	+	SPRTN
chr1	231663999	231664608	+	TSNAX-DISC1
chr1	231762414	231763115	+	DISC1
chr1	232941054	232941707	+	MAP10
chr1	233086191	233086595	+	NTPCR
chr1	233431149	233431540	-	PCNX2
chr1	233463526	233464414	+	KIAA1804
chr1	233749373	233750314	+	KCNK1
chr1	234040298	234041457	+	SLC35F3
chr1	234349884	234350471	+	SLC35F3
chr1	234508994	234509501	+	COA6
chr1	234613936	234614972	-	TARBP1
chr1	234744276	234747024	-	IRF2BP2
chr1	235291740	235292387	-	TOMM20
chr1	235324264	235324717	-	RBM34
chr1	235490338	235492160	+	GGPS1
chr1	235667089	235668619	-	B3GALNT2
chr1	235811841	235814066	-	GNG4
chr1	236029587	236030597	-	LYST
chr1	236227682	236228817	-	NID1
chr1	236304758	236305025	+	GPR137B
chr1	236444603	236445700	-	ERO1B
chr1	236558459	236559336	+	EDARADD
chr1	236687071	236687608	+	LGALS8
chr1	236767361	236767998	-	HEATR1
chr1	236849472	236850323	+	ACTN2
chr1	236958314	236959202	+	MTR
chr1	237205126	237206644	+	RYR2
chr1	240254959	240257063	+	FMN2
chr1	241520103	241520790	-	RGS7
chr1	241682473	241683112	-	FH
chr1	241802960	241803649	-	OPN3
chr1	242011151	242011744	+	EXO1
chr1	242686916	242687476	-	PLD5
chr1	243264940	243265196	-	LINC01347
chr1	243417741	243418775	+	SDCCAG8
chr1	244080540	244081093	+	LOC339529
chr1	244211034	244212088	+	ZBTB18
chr1	244213397	244213619	+	ZBTB18
chr1	244614522	244615601	-	ADSS
chr1	244624501	244624920	+	C1orf101
chr1	244816199	244817080	+	DESI2
chr1	244998023	244999142	+	COX20
chr1	245026434	245028020	-	HNRNPU
chr1	245133028	245134711	+	EFCAB2
chr1	245316547	245320247	+	KIF26B
chr1	246670148	246670768	-	SMYD3
chr1	246729207	246730276	+	CNST
chr1	246887264	246888028	+	SCCPDH
chr1	246952214	246952511	+	LINC01341
chr1	247094485	247095667	-	AHCTF1
chr1	247170868	247171434	-	ZNF695
chr1	247241579	247242201	-	ZNF670
chr1	247267179	247267884	-	ZNF669
chr1	247274585	247275757	-	C1orf229
chr1	247334820	247335382	-	ZNF124
chr1	247494249	247495840	-	ZNF496
chr1	247614695	247614944	-	OR2B11
chr1	247681399	247681951	+	GCSAML
chr1	247694035	247694501	-	GCSAML-AS1
chr1	248020330	248021252	+	TRIM58
chr1	248100325	248100726	+	OR2L13
chr1	249120450	249120731	+	MIR3124
chr1	249132080	249133310	+	ZNF672
chr1	249152411	249153419	-	ZNF692
chr1	249200252	249200721	+	PGBD2
chr10	94526	95301	-	TUBB8
chr10	180582	182452	+	ZMYND11
chr10	734707	735606	-	DIP2C
chr10	977260	978072	+	LOC101927762
chr10	1033790	1034615	+	GTPBP4
chr10	1094337	1095594	-	IDI1
chr10	1102144	1103341	+	WDR37
chr10	1205562	1205859	+	LINC00200
chr10	1778784	1780018	-	ADARB2
chr10	2357248	2357471	-	LINC00701
chr10	3108650	3111419	+	PFKP
chr10	3214721	3215260	-	PITRM1
chr10	3360014	3360948	+	LOC105376360
chr10	3826853	3828126	-	KLF6
chr10	4868125	4868949	+	AKR1E2
chr10	5454431	5454779	+	NET1
chr10	5488484	5488686	+	NET1
chr10	5540785	5541515	-	CALML5
chr10	5567122	5567828	+	CALML3
chr10	5707980	5708798	-	ASB13
chr10	5726455	5727697	+	FAM208B
chr10	5854706	5855965	-	GDI2
chr10	5930914	5932389	+	FBXO18
chr10	6018944	6020073	-	IL15RA
chr10	6130786	6131774	+	RBM17
chr10	6186520	6187855	+	PFKFB3
chr10	6242975	6246457	+	PFKFB3
chr10	6621907	6622642	+	PRKCQ-AS1
chr10	7449376	7455339	-	SFMBT2
chr10	7829588	7830517	+	ATP5C1
chr10	7860261	7861107	+	TAF3
chr10	8091374	8098329	+	GATA3
chr10	11059442	11060524	+	CELF2
chr10	11207178	11207980	+	CELF2
chr10	11386302	11386875	-	CELF2-AS1
chr10	11652834	11653962	-	USP6NL
chr10	11784407	11784937	+	ECHDC3
chr10	11865125	11865984	+	PROSER2
chr10	11936169	11937060	-	PROSER2-AS1
chr10	12084236	12085431	-	UPF2
chr10	12110700	12111303	+	DHTKD1
